country,continent,year,population,life_expectancy,gdp_per_capita
Gabon,Africa,1962,455661,40.489,6631.5
Gabon,Africa,1967,489004,44.598,8358.8
Gabon,Africa,1972,537977,48.69,11401.9
Gabon,Africa,1977,706367,52.79,21745.6
Gabon,Africa,1982,753874,56.564,15113.4
Gabon,Africa,1987,880397,60.19,11864.4
Gabon,Africa,1992,985739,61.366,13522.2
Gabon,Africa,1997,1126189,60.461,14722.8
Gabon,Africa,2002,1299304,56.761,12521.7
Gabon,Africa,2007,1454867,56.735,13206.5
Gambia,Africa,1952,284320,30.0,485.2
Gambia,Africa,1957,323150,32.065,520.9
Gambia,Africa,1962,374020,33.896,599.7
Gambia,Africa,1967,439593,35.857,734.8
Gambia,Africa,1972,517101,38.308,756.1
Gambia,Africa,1977,608274,41.842,884.8
Gambia,Africa,1982,715523,45.58,835.8
Gambia,Africa,1987,848406,49.265,611.7
Gambia,Africa,1992,1025384,52.644,665.6
Gambia,Africa,1997,1235767,55.861,653.7
Gambia,Africa,2002,1457766,58.041,660.6
Gambia,Africa,2007,1688359,59.448,752.7
Germany,Europe,1952,69145952,67.5,7144.1
Germany,Europe,1957,71019069,69.1,10187.8
Germany,Europe,1962,73739117,70.3,12902.5
Germany,Europe,1967,76368453,70.8,14745.6
Germany,Europe,1972,78717088,71.0,18016.2
Germany,Europe,1977,78160773,72.5,20512.9
Germany,Europe,1982,78335266,73.8,22031.5
Germany,Europe,1987,77718298,74.847,24639.2
Germany,Europe,1992,80597764,76.07,26505.3
Germany,Europe,1997,82011073,77.34,27788.9
Germany,Europe,2002,82350671,78.67,30035.8
Germany,Europe,2007,82400996,79.406,32170.4
Ghana,Africa,1952,5581001,43.149,911.3
Ghana,Africa,1957,6391288,44.779,1043.6
Ghana,Africa,1962,7355248,46.452,1190.0
Ghana,Africa,1967,8490213,48.072,1125.7
Ghana,Africa,1972,9354120,49.875,1178.2
Ghana,Africa,1977,10538093,51.756,993.2
Ghana,Africa,1982,11400338,53.744,876.0
Ghana,Africa,1987,14168101,55.729,847.0
Ghana,Africa,1992,16278738,57.501,925.1
Ghana,Africa,1997,18418288,58.556,1005.2
Ghana,Africa,2002,20550751,58.453,1112.0
Ghana,Africa,2007,22873338,60.022,1327.6
Greece,Europe,1952,7733250,65.86,3530.7
Greece,Europe,1957,8096218,67.86,4916.3
Greece,Europe,1962,8448233,69.51,6017.2
Greece,Europe,1967,8716441,71.0,8513.1
Greece,Europe,1972,8888628,72.34,12724.8
Greece,Europe,1977,9308479,73.68,14195.5
Greece,Europe,1982,9786480,75.24,15268.4
Greece,Europe,1987,9974490,76.67,16120.5
Greece,Europe,1992,10325429,77.03,17541.5
Greece,Europe,1997,10502372,77.869,18747.7
Greece,Europe,2002,10603863,78.256,22514.3
Greece,Europe,2007,10706290,79.483,27538.4
Guatemala,Americas,1952,3146381,42.023,2428.2
Guatemala,Americas,1957,3640876,44.142,2617.2
Guatemala,Americas,1962,4208858,46.954,2750.4
Guatemala,Americas,1967,4690773,50.016,3242.5
Guatemala,Americas,1972,5149581,53.738,4031.4
Guatemala,Americas,1977,5703430,56.029,4880.0
Guatemala,Americas,1982,6395630,58.137,4820.5
Guatemala,Americas,1987,7326406,60.782,4246.5
Guatemala,Americas,1992,8486949,63.373,4439.5
Guatemala,Americas,1997,9803875,66.322,4684.3
Guatemala,Americas,2002,11178650,68.978,4858.3
Guatemala,Americas,2007,12572928,70.259,5186.1
Guinea,Africa,1952,2664249,33.609,510.2
Guinea,Africa,1957,2876726,34.558,576.3
Guinea,Africa,1962,3140003,35.753,686.4
Guinea,Africa,1967,3451418,37.197,708.8
Guinea,Africa,1972,3811387,38.842,741.7
Guinea,Africa,1977,4227026,40.762,874.7
Guinea,Africa,1982,4710497,42.891,857.3
Guinea,Africa,1987,5650262,45.552,805.6
Guinea,Africa,1992,6990574,48.576,794.3
Guinea,Africa,1997,8048834,51.455,869.4
Guinea,Africa,2002,8807818,53.676,945.6
Guinea,Africa,2007,9947814,56.007,942.7
Guinea-Bissau,Africa,1952,580653,32.5,299.9
Guinea-Bissau,Africa,1957,601095,33.489,431.8
Guinea-Bissau,Africa,1962,627820,34.488,522.0
Guinea-Bissau,Africa,1967,601287,35.492,715.6
Guinea-Bissau,Africa,1972,625361,36.486,820.2
Guinea-Bissau,Africa,1977,745228,37.465,764.7
Guinea-Bissau,Africa,1982,825987,39.327,838.1
Guinea-Bissau,Africa,1987,927524,41.245,736.4
Guinea-Bissau,Africa,1992,1050938,43.266,745.5
Guinea-Bissau,Africa,1997,1193708,44.873,796.7
Guinea-Bissau,Africa,2002,1332459,45.504,575.7
Guinea-Bissau,Africa,2007,1472041,46.388,579.2
Haiti,Americas,1952,3201488,37.579,1840.4
Haiti,Americas,1957,3507701,40.696,1726.9
Haiti,Americas,1962,3880130,43.59,1796.6
Haiti,Americas,1967,4318137,46.243,1452.1
Haiti,Americas,1972,4698301,48.042,1654.5
Haiti,Americas,1977,4908554,49.923,1874.3
Haiti,Americas,1982,5198399,51.461,2011.2
Haiti,Americas,1987,5756203,53.636,1823.0
Haiti,Americas,1992,6326682,55.089,1456.3
Haiti,Americas,1997,6913545,56.671,1341.7
Haiti,Americas,2002,7607651,58.137,1270.4
Haiti,Americas,2007,8502814,60.916,1201.6
Honduras,Americas,1952,1517453,41.912,2194.9
Honduras,Americas,1957,1770390,44.665,2220.5
Honduras,Americas,1962,2090162,48.041,2291.2
Honduras,Americas,1967,2500689,50.924,2538.3
Honduras,Americas,1972,2965146,53.884,2529.8
Honduras,Americas,1977,3055235,57.402,3203.2
Honduras,Americas,1982,3669448,60.909,3121.8
Honduras,Americas,1987,4372203,64.492,3023.1
Honduras,Americas,1992,5077347,66.399,3081.7
Honduras,Americas,1997,5867957,67.659,3160.5
Honduras,Americas,2002,6677328,68.565,3099.7
Honduras,Americas,2007,7483763,70.198,3548.3
"Hong Kong, China",Asia,1952,2125900,60.96,3054.4
"Hong Kong, China",Asia,1957,2736300,64.75,3629.1
"Hong Kong, China",Asia,1962,3305200,67.65,4692.6
"Hong Kong, China",Asia,1967,3722800,70.0,6198.0
"Hong Kong, China",Asia,1972,4115700,72.0,8315.9
"Hong Kong, China",Asia,1977,4583700,73.6,11186.1
"Hong Kong, China",Asia,1982,5264500,75.45,14560.5
"Hong Kong, China",Asia,1987,5584510,76.2,20038.5
"Hong Kong, China",Asia,1992,5829696,77.601,24757.6
"Hong Kong, China",Asia,1997,6495918,80.0,28377.6
"Hong Kong, China",Asia,2002,6762476,81.495,30209.0
"Hong Kong, China",Asia,2007,6980412,82.208,39725.0
Hungary,Europe,1952,9504000,64.03,5263.7
Hungary,Europe,1957,9839000,66.41,6040.2
Hungary,Europe,1962,10063000,67.96,7550.4
Hungary,Europe,1967,10223422,69.5,9326.6
Hungary,Europe,1972,10394091,69.76,10168.7
Hungary,Europe,1977,10637171,69.95,11674.8
Hungary,Europe,1982,10705535,69.39,12546.0
Hungary,Europe,1987,10612740,69.58,12986.5
Hungary,Europe,1992,10348684,69.17,10535.6
Hungary,Europe,1997,10244684,71.04,11712.8
Hungary,Europe,2002,10083313,72.59,14843.9
Hungary,Europe,2007,9956108,73.338,18008.9
Iceland,Europe,1952,147962,72.49,7267.7
Iceland,Europe,1957,165110,73.47,9244.0
Iceland,Europe,1962,182053,73.68,10350.2
Iceland,Europe,1967,198676,73.73,13319.9
Iceland,Europe,1972,209275,74.46,15798.1
Iceland,Europe,1977,221823,76.11,19655.0
Iceland,Europe,1982,233997,76.99,23269.6
Iceland,Europe,1987,244676,77.23,26923.2
Iceland,Europe,1992,259012,78.77,25144.4
Iceland,Europe,1997,271192,78.95,28061.1
Iceland,Europe,2002,288030,80.5,31163.2
Iceland,Europe,2007,301931,81.757,36180.8
India,Asia,1952,372000000,37.373,546.6
India,Asia,1957,409000000,40.249,590.1
India,Asia,1962,454000000,43.605,658.3
India,Asia,1967,506000000,47.193,700.8
India,Asia,1972,567000000,50.651,724.0
India,Asia,1977,634000000,54.208,813.3
India,Asia,1982,708000000,56.596,855.7
India,Asia,1987,788000000,58.553,976.5
India,Asia,1992,872000000,60.223,1164.4
India,Asia,1997,959000000,61.765,1458.8
India,Asia,2002,1034172547,62.879,1746.8
India,Asia,2007,1110396331,64.698,2452.2
Indonesia,Asia,1952,82052000,37.468,749.7
Indonesia,Asia,1957,90124000,39.918,858.9
Indonesia,Asia,1962,99028000,42.518,849.3
Indonesia,Asia,1967,109343000,45.964,762.4
Indonesia,Asia,1972,121282000,49.203,1111.1
Indonesia,Asia,1977,136725000,52.702,1382.7
Indonesia,Asia,1982,153343000,56.159,1516.9
Indonesia,Asia,1987,169276000,60.137,1748.4
Indonesia,Asia,1992,184816000,62.681,2383.1
Indonesia,Asia,1997,199278000,66.041,3119.3
Indonesia,Asia,2002,211060000,68.588,2873.9
Indonesia,Asia,2007,223547000,70.65,3540.7
Iran,Asia,1952,17272000,44.869,3035.3
Iran,Asia,1957,19792000,47.181,3290.3
Iran,Asia,1962,22874000,49.325,4187.3
Iran,Asia,1967,26538000,52.469,5906.7
Iran,Asia,1972,30614000,55.234,9613.8
Iran,Asia,1977,35480679,57.702,11888.6
Iran,Asia,1982,43072751,59.62,7608.3
Iran,Asia,1987,51889696,63.04,6642.9
Iran,Asia,1992,60397973,65.742,7235.7
Iran,Asia,1997,63327987,68.042,8263.6
Iran,Asia,2002,66907826,69.451,9240.8
Iran,Asia,2007,69453570,70.964,11605.7
Iraq,Asia,1952,5441766,45.32,4129.8
Iraq,Asia,1957,6248643,48.437,6229.3
Iraq,Asia,1962,7240260,51.457,8341.7
Iraq,Asia,1967,8519282,54.459,8931.5
Iraq,Asia,1972,10061506,56.95,9576.0
Iraq,Asia,1977,11882916,60.413,14688.2
Iraq,Asia,1982,14173318,62.038,14517.9
Iraq,Asia,1987,16543189,65.044,11643.6
Iraq,Asia,1992,17861905,59.461,3745.6
Iraq,Asia,1997,20775703,58.811,3076.2
Iraq,Asia,2002,24001816,57.046,4390.7
Iraq,Asia,2007,27499638,59.545,4471.1
Ireland,Europe,1952,2952156,66.91,5210.3
Ireland,Europe,1957,2878220,68.9,5599.1
Ireland,Europe,1962,2830000,70.29,6631.6
Ireland,Europe,1967,2900100,71.08,7655.6
Ireland,Europe,1972,3024400,71.28,9530.8
Ireland,Europe,1977,3271900,72.03,11151.0
Ireland,Europe,1982,3480000,73.1,12618.3
Ireland,Europe,1987,3539900,74.36,13872.9
Ireland,Europe,1992,3557761,75.467,17558.8
Ireland,Europe,1997,3667233,76.122,24521.9
Ireland,Europe,2002,3879155,77.783,34077.0
Ireland,Europe,2007,4109086,78.885,40676.0
Israel,Asia,1952,1620914,65.39,4086.5
Israel,Asia,1957,1944401,67.84,5385.3
Israel,Asia,1962,2310904,69.39,7105.6
Israel,Asia,1967,2693585,70.75,8393.7
Israel,Asia,1972,3095893,71.63,12786.9
Israel,Asia,1977,3495918,73.06,13306.6
Israel,Asia,1982,3858421,74.45,15367.0
Israel,Asia,1987,4203148,75.6,17122.5
Israel,Asia,1992,4936550,76.93,18051.5
Israel,Asia,1997,5531387,78.269,20896.6
Israel,Asia,2002,6029529,79.696,21905.6
Israel,Asia,2007,6426679,80.745,25523.3
Italy,Europe,1952,47666000,65.94,4931.4
Italy,Europe,1957,49182000,67.81,6248.7
Italy,Europe,1962,50843200,69.24,8243.6
Italy,Europe,1967,52667100,71.06,10022.4
Italy,Europe,1972,54365564,72.19,12269.3
Italy,Europe,1977,56059245,73.48,14256.0
Italy,Europe,1982,56535636,74.98,16537.5
Italy,Europe,1987,56729703,76.42,19207.2
Italy,Europe,1992,56840847,77.44,22013.6
Italy,Europe,1997,57479469,78.82,24675.0
Italy,Europe,2002,57926999,80.24,27968.1
Italy,Europe,2007,58147733,80.546,28569.7
Jamaica,Americas,1952,1426095,58.53,2898.5
Jamaica,Americas,1957,1535090,62.61,4756.5
Jamaica,Americas,1962,1665128,65.61,5246.1
Jamaica,Americas,1967,1861096,67.51,6124.7
Jamaica,Americas,1972,1997616,69.0,7433.9
Jamaica,Americas,1977,2156814,70.11,6650.2
Jamaica,Americas,1982,2298309,71.21,6068.1
Jamaica,Americas,1987,2326606,71.77,6351.2
Jamaica,Americas,1992,2378618,71.766,7404.9
Jamaica,Americas,1997,2531311,72.262,7121.9
Jamaica,Americas,2002,2664659,72.047,6994.8
Jamaica,Americas,2007,2780132,72.567,7320.9
Japan,Asia,1952,86459025,63.03,3217.0
Japan,Asia,1957,91563009,65.5,4317.7
Japan,Asia,1962,95831757,68.73,6576.6
Japan,Asia,1967,100825279,71.43,9847.8
Japan,Asia,1972,107188273,73.42,14778.8
Japan,Asia,1977,113872473,75.38,16610.4
Japan,Asia,1982,118454974,77.11,19384.1
Japan,Asia,1987,122091325,78.67,22375.9
Japan,Asia,1992,124329269,79.36,26824.9
Japan,Asia,1997,125956499,80.69,28816.6
Japan,Asia,2002,127065841,82.0,28604.6
Japan,Asia,2007,127467972,82.603,31656.1
Jordan,Asia,1952,607914,43.158,1546.9
Jordan,Asia,1957,746559,45.669,1886.1
Jordan,Asia,1962,933559,48.126,2348.0
Jordan,Asia,1967,1255058,51.629,2741.8
Jordan,Asia,1972,1613551,56.528,2110.9
Jordan,Asia,1977,1937652,61.134,2852.4
Jordan,Asia,1982,2347031,63.739,4161.4
Jordan,Asia,1987,2820042,65.869,4448.7
Jordan,Asia,1992,3867409,68.015,3431.6
Jordan,Asia,1997,4526235,69.772,3645.4
Jordan,Asia,2002,5307470,71.263,3844.9
Jordan,Asia,2007,6053193,72.535,4519.5
Kenya,Africa,1952,6464046,42.27,853.5
Kenya,Africa,1957,7454779,44.686,944.4
Kenya,Africa,1962,8678557,47.949,897.0
Kenya,Africa,1967,10191512,50.654,1056.7
Kenya,Africa,1972,12044785,53.559,1222.4
Kenya,Africa,1977,14500404,56.155,1267.6
Kenya,Africa,1982,17661452,58.766,1348.2
Kenya,Africa,1987,21198082,59.339,1361.9
Kenya,Africa,1992,25020539,59.285,1341.9
Kenya,Africa,1997,28263827,54.407,1360.5
Kenya,Africa,2002,31386842,50.992,1287.5
Kenya,Africa,2007,35610177,54.11,1463.2
"Korea, Dem. Rep.",Asia,1952,8865488,50.056,1088.3
"Korea, Dem. Rep.",Asia,1957,9411381,54.081,1571.1
"Korea, Dem. Rep.",Asia,1962,10917494,56.656,1621.7
"Korea, Dem. Rep.",Asia,1967,12617009,59.942,2143.5
"Korea, Dem. Rep.",Asia,1972,14781241,63.983,3701.6
"Korea, Dem. Rep.",Asia,1977,16325320,67.159,4106.3
"Korea, Dem. Rep.",Asia,1982,17647518,69.1,4106.5
"Korea, Dem. Rep.",Asia,1987,19067554,70.647,4106.5
"Korea, Dem. Rep.",Asia,1992,20711375,69.978,3726.1
"Korea, Dem. Rep.",Asia,1997,21585105,67.727,1690.8
"Korea, Dem. Rep.",Asia,2002,22215365,66.662,1646.8
"Korea, Dem. Rep.",Asia,2007,23301725,67.297,1593.1
"Korea, Rep.",Asia,1952,20947571,47.453,1030.6
"Korea, Rep.",Asia,1957,22611552,52.681,1487.6
"Korea, Rep.",Asia,1962,26420307,55.292,1536.3
"Korea, Rep.",Asia,1967,30131000,57.716,2029.2
"Korea, Rep.",Asia,1972,33505000,62.612,3030.9
"Korea, Rep.",Asia,1977,36436000,64.766,4657.2
"Korea, Rep.",Asia,1982,39326000,67.123,5622.9
"Korea, Rep.",Asia,1987,41622000,69.81,8533.1
"Korea, Rep.",Asia,1992,43805450,72.244,12104.3
"Korea, Rep.",Asia,1997,46173816,74.647,15993.5
"Korea, Rep.",Asia,2002,47969150,77.045,19234.0
"Korea, Rep.",Asia,2007,49044790,78.623,23348.1
Kuwait,Asia,1952,160000,55.565,108382.4
Kuwait,Asia,1957,212846,58.033,113523.1
Kuwait,Asia,1962,358266,60.47,95458.1
Kuwait,Asia,1967,575003,64.624,80894.9
Kuwait,Asia,1972,841934,67.712,109347.9
Kuwait,Asia,1977,1140357,69.343,59265.5
Kuwait,Asia,1982,1497494,71.309,31354.0
Kuwait,Asia,1987,1891487,74.174,28118.4
Kuwait,Asia,1992,1418095,75.19,34932.9
Kuwait,Asia,1997,1765345,76.156,40300.6
Kuwait,Asia,2002,2111561,76.904,35110.1
Kuwait,Asia,2007,2505559,77.588,47307.0
Lebanon,Asia,1952,1439529,55.928,4834.8
Lebanon,Asia,1957,1647412,59.489,6089.8
Lebanon,Asia,1962,1886848,62.094,5714.6
Lebanon,Asia,1967,2186894,63.87,6007.0
Lebanon,Asia,1972,2680018,65.421,7486.4
Lebanon,Asia,1977,3115787,66.099,8659.7
Lebanon,Asia,1982,3086876,66.983,7640.5
Lebanon,Asia,1987,3089353,67.926,5377.1
Lebanon,Asia,1992,3219994,69.292,6890.8
Lebanon,Asia,1997,3430388,70.265,8755.0
Lebanon,Asia,2002,3677780,71.028,9313.9
Lebanon,Asia,2007,3921278,71.993,10461.1
Lesotho,Africa,1952,748747,42.138,298.8
Lesotho,Africa,1957,813338,45.047,336.0
Lesotho,Africa,1962,893143,47.747,411.8
Lesotho,Africa,1967,996380,48.492,498.6
Lesotho,Africa,1972,1116779,49.767,496.6
Lesotho,Africa,1977,1251524,52.208,745.4
Lesotho,Africa,1982,1411807,55.078,797.3
Lesotho,Africa,1987,1599200,57.18,774.0
Lesotho,Africa,1992,1803195,59.685,977.5
Lesotho,Africa,1997,1982823,55.558,1186.1
Lesotho,Africa,2002,2046772,44.593,1275.2
Lesotho,Africa,2007,2012649,42.592,1569.3
Liberia,Africa,1952,863308,38.48,575.6
Liberia,Africa,1957,975950,39.486,621.0
Liberia,Africa,1962,1112796,40.502,634.2
Liberia,Africa,1967,1279406,41.536,713.6
Liberia,Africa,1972,1482628,42.614,803.0
Liberia,Africa,1977,1703617,43.764,640.3
Liberia,Africa,1982,1956875,44.852,572.2
Liberia,Africa,1987,2269414,46.027,506.1
Liberia,Africa,1992,1912974,40.802,636.6
Liberia,Africa,1997,2200725,42.221,609.2
Liberia,Africa,2002,2814651,43.753,531.5
Liberia,Africa,2007,3193942,45.678,414.5
Libya,Africa,1952,1019729,42.723,2387.5
Libya,Africa,1957,1201578,45.289,3448.3
Libya,Africa,1962,1441863,47.808,6757.0
Libya,Africa,1967,1759224,50.227,18772.8
Libya,Africa,1972,2183877,52.773,21011.5
Libya,Africa,1977,2721783,57.442,21951.2
Libya,Africa,1982,3344074,62.155,17364.3
Libya,Africa,1987,3799845,66.234,11770.6
Libya,Africa,1992,4364501,68.755,9640.1
Libya,Africa,1997,4759670,71.555,9467.4
Libya,Africa,2002,5368585,72.737,9534.7
Libya,Africa,2007,6036914,73.952,12057.5
Madagascar,Africa,1952,4762912,36.681,1443.0
Madagascar,Africa,1957,5181679,38.865,1589.2
Madagascar,Africa,1962,5703324,40.848,1643.4
Madagascar,Africa,1967,6334556,42.881,1634.0
Madagascar,Africa,1972,7082430,44.851,1748.6
Madagascar,Africa,1977,8007166,46.881,1544.2
Madagascar,Africa,1982,9171477,48.969,1302.9
Madagascar,Africa,1987,10568642,49.35,1155.4
Madagascar,Africa,1992,12210395,52.214,1040.7
Madagascar,Africa,1997,14165114,54.978,986.3
Madagascar,Africa,2002,16473477,57.286,894.6
Madagascar,Africa,2007,19167654,59.443,1044.8
Malawi,Africa,1952,2917802,36.256,369.2
Malawi,Africa,1957,3221238,37.207,416.4
Malawi,Africa,1962,3628608,38.41,427.9
Malawi,Africa,1967,4147252,39.487,495.5
Malawi,Africa,1972,4730997,41.766,584.6
Malawi,Africa,1977,5637246,43.767,663.2
Malawi,Africa,1982,6502825,45.642,632.8
Malawi,Africa,1987,7824747,47.457,635.5
Malawi,Africa,1992,10014249,49.42,563.2
Malawi,Africa,1997,10419991,47.495,692.3
Malawi,Africa,2002,11824495,45.009,665.4
Malawi,Africa,2007,13327079,48.303,759.3
Malaysia,Asia,1952,6748378,48.463,1831.1
Malaysia,Asia,1957,7739235,52.102,1810.1
Malaysia,Asia,1962,8906385,55.737,2036.9
Malaysia,Asia,1967,10154878,59.371,2277.7
Malaysia,Asia,1972,11441462,63.01,2849.1
Malaysia,Asia,1977,12845381,65.256,3827.9
Malaysia,Asia,1982,14441916,68.0,4920.4
Malaysia,Asia,1987,16331785,69.5,5249.8
Malaysia,Asia,1992,18319502,70.693,7277.9
Malaysia,Asia,1997,20476091,71.938,10132.9
Malaysia,Asia,2002,22662365,73.044,10207.0
Malaysia,Asia,2007,24821286,74.241,12451.7
Mali,Africa,1952,3838168,33.685,452.3
Mali,Africa,1957,4241884,35.307,490.4
Mali,Africa,1962,4690372,36.936,496.2
Mali,Africa,1967,5212416,38.487,545.0
Mali,Africa,1972,5828158,39.977,581.4
Mali,Africa,1977,6491649,41.714,686.4
Mali,Africa,1982,6998256,43.916,618.0
Mali,Africa,1987,7634008,46.364,684.2
Mali,Africa,1992,8416215,48.388,739.0
Mali,Africa,1997,9384984,49.903,790.3
Mali,Africa,2002,10580176,51.818,951.4
Mali,Africa,2007,12031795,54.467,1042.6
Mauritania,Africa,1952,1022556,40.543,743.1
Mauritania,Africa,1957,1076852,42.338,846.1
Mauritania,Africa,1962,1146757,44.248,1055.9
Mauritania,Africa,1967,1230542,46.289,1421.1
Mauritania,Africa,1972,1332786,48.437,1586.9
Mauritania,Africa,1977,1456688,50.852,1497.5
Mauritania,Africa,1982,1622136,53.599,1481.2
Mauritania,Africa,1987,1841240,56.145,1421.6
Mauritania,Africa,1992,2119465,58.333,1361.4
Mauritania,Africa,1997,2444741,60.43,1483.1
Mauritania,Africa,2002,2828858,62.247,1579.0
Mauritania,Africa,2007,3270065,64.164,1803.2
Mauritius,Africa,1952,516556,50.986,1968.0
Mauritius,Africa,1957,609816,58.089,2034.0
Mauritius,Africa,1962,701016,60.246,2529.1
Mauritius,Africa,1967,789309,61.557,2475.4
Mauritius,Africa,1972,851334,62.944,2575.5
Mauritius,Africa,1977,913025,64.93,3711.0
Mauritius,Africa,1982,992040,66.711,3688.0
Mauritius,Africa,1987,1042663,68.74,4783.6
Mauritius,Africa,1992,1096202,69.745,6058.3
Mauritius,Africa,1997,1149818,70.736,7425.7
Mauritius,Africa,2002,1200206,71.954,9021.8
Mauritius,Africa,2007,1250882,72.801,10957.0
Mexico,Americas,1952,30144317,50.789,3478.1
Mexico,Americas,1957,35015548,55.19,4131.5
Mexico,Americas,1962,41121485,58.299,4581.6
Mexico,Americas,1967,47995559,60.11,5754.7
Mexico,Americas,1972,55984294,62.361,6809.4
Mexico,Americas,1977,63759976,65.032,7674.9
Mexico,Americas,1982,71640904,67.405,9611.1
Mexico,Americas,1987,80122492,69.498,8688.2
Mexico,Americas,1992,88111030,71.455,9472.4
Mexico,Americas,1997,95895146,73.67,9767.3
Mexico,Americas,2002,102479927,74.902,10742.4
Mexico,Americas,2007,108700891,76.195,11977.6
Mongolia,Asia,1952,800663,42.244,786.6
Mongolia,Asia,1957,882134,45.248,912.7
Mongolia,Asia,1962,1010280,48.251,1056.4
Mongolia,Asia,1967,1149500,51.253,1226.0
Mongolia,Asia,1972,1320500,53.754,1421.7
Mongolia,Asia,1977,1528000,55.491,1647.5
Mongolia,Asia,1982,1756032,57.489,2000.6
Mongolia,Asia,1987,2015133,60.222,2338.0
Mongolia,Asia,1992,2312802,61.271,1785.4
Mongolia,Asia,1997,2494803,63.625,1902.3
Mongolia,Asia,2002,2674234,65.033,2140.7
Mongolia,Asia,2007,2874127,66.803,3095.8
Montenegro,Europe,1952,413834,59.164,2647.6
Montenegro,Europe,1957,442829,61.448,3682.3
Montenegro,Europe,1962,474528,63.728,4649.6
Montenegro,Europe,1967,501035,67.178,5907.9
Montenegro,Europe,1972,527678,70.636,7778.4
Montenegro,Europe,1977,560073,73.066,9595.9
Montenegro,Europe,1982,562548,74.101,11222.6
Montenegro,Europe,1987,569473,74.865,11732.5
Montenegro,Europe,1992,621621,75.435,7003.3
Montenegro,Europe,1997,692651,75.445,6465.6
Montenegro,Europe,2002,720230,73.981,6557.2
Montenegro,Europe,2007,684736,74.543,9253.9
Morocco,Africa,1952,9939217,42.873,1688.2
Morocco,Africa,1957,11406350,45.423,1642.0
Morocco,Africa,1962,13056604,47.924,1566.4
Morocco,Africa,1967,14770296,50.335,1711.0
Morocco,Africa,1972,16660670,52.862,1930.2
Morocco,Africa,1977,18396941,55.73,2370.6
Morocco,Africa,1982,20198730,59.65,2702.6
Morocco,Africa,1987,22987397,62.677,2755.0
Morocco,Africa,1992,25798239,65.393,2948.0
Morocco,Africa,1997,28529501,67.66,2982.1
Morocco,Africa,2002,31167783,69.615,3258.5
Morocco,Africa,2007,33757175,71.164,3820.2
Mozambique,Africa,1952,6446316,31.286,468.5
Mozambique,Africa,1957,7038035,33.779,495.6
Mozambique,Africa,1962,7788944,36.161,556.7
Mozambique,Africa,1967,8680909,38.113,566.7
Mozambique,Africa,1972,9809596,40.328,724.9
Mozambique,Africa,1977,11127868,42.495,502.3
Mozambique,Africa,1982,12587223,42.795,462.2
Mozambique,Africa,1987,12891952,42.861,389.9
Mozambique,Africa,1992,13160731,44.284,410.9
Mozambique,Africa,1997,16603334,46.344,472.3
Mozambique,Africa,2002,18473780,44.026,633.6
Mozambique,Africa,2007,19951656,42.082,823.7
Myanmar,Asia,1952,20092996,36.319,331.0
Myanmar,Asia,1957,21731844,41.905,350.0
Myanmar,Asia,1962,23634436,45.108,388.0
Myanmar,Asia,1967,25870271,49.379,349.0
Myanmar,Asia,1972,28466390,53.07,357.0
Myanmar,Asia,1977,31528087,56.059,371.0
Myanmar,Asia,1982,34680442,58.056,424.0
Myanmar,Asia,1987,38028578,58.339,385.0
Myanmar,Asia,1992,40546538,59.32,347.0
Myanmar,Asia,1997,43247867,60.328,415.0
Myanmar,Asia,2002,45598081,59.908,611.0
Myanmar,Asia,2007,47761980,62.069,944.0
Namibia,Africa,1952,485831,41.725,2423.8
Namibia,Africa,1957,548080,45.226,2621.4
Namibia,Africa,1962,621392,48.386,3173.2
Namibia,Africa,1967,706640,51.159,3793.7
Namibia,Africa,1972,821782,53.867,3746.1
Namibia,Africa,1977,977026,56.437,3876.5
Namibia,Africa,1982,1099010,58.968,4191.1
Namibia,Africa,1987,1278184,60.835,3693.7
Namibia,Africa,1992,1554253,61.999,3804.5
Namibia,Africa,1997,1774766,58.909,3899.5
Namibia,Africa,2002,1972153,51.479,4072.3
Namibia,Africa,2007,2055080,52.906,4811.1
Nepal,Asia,1952,9182536,36.157,545.9
Nepal,Asia,1957,9682338,37.686,597.9
Nepal,Asia,1962,10332057,39.393,652.4
Nepal,Asia,1967,11261690,41.472,676.4
Nepal,Asia,1972,12412593,43.971,674.8
Nepal,Asia,1977,13933198,46.748,694.1
Nepal,Asia,1982,15796314,49.594,718.4
Nepal,Asia,1987,17917180,52.537,775.6
Nepal,Asia,1992,20326209,55.727,897.7
Nepal,Asia,1997,23001113,59.426,1010.9
Nepal,Asia,2002,25873917,61.34,1057.2
Nepal,Asia,2007,28901790,63.785,1091.4
Netherlands,Europe,1952,10381988,72.13,8941.6
Netherlands,Europe,1957,11026383,72.99,11276.2
Netherlands,Europe,1962,11805689,73.23,12790.8
Netherlands,Europe,1967,12596822,73.82,15363.3
Netherlands,Europe,1972,13329874,73.75,18794.7
Netherlands,Europe,1977,13852989,75.24,21209.1
Netherlands,Europe,1982,14310401,76.05,21399.5
Netherlands,Europe,1987,14665278,76.83,23651.3
Netherlands,Europe,1992,15174244,77.42,26790.9
Netherlands,Europe,1997,15604464,78.03,30246.1
Netherlands,Europe,2002,16122830,78.53,33724.8
Netherlands,Europe,2007,16570613,79.762,36797.9
New Zealand,Oceania,1952,1994794,69.39,10556.6
New Zealand,Oceania,1957,2229407,70.26,12247.4
New Zealand,Oceania,1962,2488550,71.24,13175.7
